TransactionID,Amount,Date,Description,PaymentMethod,MerchantName,MerchantCategoryCode,Status,Recurrence,AccountHolderAge,AccountHolderGender,Category
2995,7657.28,2025-05-12,Merchant_59 Insurance,Debit Card,Merchant_59,4814,Pending,Recurring,32,Male,Insurance
2996,12470.87,2025-10-02,Merchant_80 Health & Fitness,UPI,Merchant_80,5411,Pending,Regular,68,Female,Health & Fitness
2997,11941,2025-07-05,Merchant_50 Transport,Debit Card,Merchant_50,6513,Posted,One-time,63,Male,Transport
2998,5288.51,2025-07-10,Merchant_22 Education,Auto-Debit,Merchant_22,5541,Posted,Regular,21,Female,Education
2999,19247.82,2025-03-15,Merchant_28 Insurance,Auto-Debit,Merchant_28,7832,Pending,Recurring,64,Female,Insurance
3000,1683.26,2024-11-23,Merchant_42 Entertainment,NEFT,Merchant_42,7832,Pending,One-time,21,Male,Entertainment
3001,2203.56,2025-01-13,Merchant_54 Health & Fitness,Auto-Debit,Merchant_54,6513,Posted,One-time,37,Male,Health & Fitness
3002,3902.27,2025-08-19,Merchant_74 Groceries,Debit Card,Merchant_74,4814,Pending,Regular,43,Male,Groceries
3003,13057.52,2025-05-16,Merchant_59 Groceries,NEFT,Merchant_59,5732,Posted,Regular,31,Female,Groceries
3004,10759.7,2025-07-14,Merchant_50 Entertainment,UPI,Merchant_50,6513,Posted,One-time,50,Female,Entertainment
3005,14636.35,2024-11-29,Merchant_13 Dining,NEFT,Merchant_13,4814,Pending,One-time,44,Female,Dining
3006,10294.16,2025-10-08,Merchant_81 Entertainment,NEFT,Merchant_81,8011,Pending,One-time,62,Male,Entertainment
3007,16858.82,2025-06-19,Merchant_55 Transport,Credit Card,Merchant_55,7832,Pending,Recurring,36,Female,Transport
3008,10320.5,2025-03-18,Merchant_39 Fuel,Credit Card,Merchant_39,8299,Posted,One-time,68,Female,Fuel
3009,9682.27,2024-10-24,Merchant_77 Travel,NEFT,Merchant_77,4121,Pending,Recurring,45,Male,Travel
3010,4988,2025-01-24,Merchant_75 Insurance,Auto-Debit,Merchant_75,8299,Posted,Regular,61,Female,Insurance
3011,6672.91,2025-09-23,Merchant_78 Fuel,Credit Card,Merchant_78,8011,Pending,Recurring,75,Female,Fuel
3012,16208.98,2024-12-24,Merchant_61 Health & Fitness,Debit Card,Merchant_61,5541,Posted,Regular,71,Female,Health & Fitness
3013,14222.76,2025-03-13,Merchant_5 Entertainment,Auto-Debit,Merchant_5,6513,Posted,Regular,39,Male,Entertainment
3014,7744.22,2025-05-09,Merchant_81 Entertainment,NEFT,Merchant_81,5812,Posted,Regular,34,Female,Entertainment
3015,1503.61,2024-12-27,Merchant_73 Entertainment,NEFT,Merchant_73,4121,Pending,Recurring,60,Male,Entertainment
3016,4934.39,2025-01-06,Merchant_74 Insurance,NEFT,Merchant_74,8011,Pending,Recurring,58,Female,Insurance
3017,19259.7,2025-07-28,Merchant_12 Medical,Credit Card,Merchant_12,7841,Pending,Recurring,27,Female,Medical
3018,3026.11,2025-08-18,Merchant_91 Medical,Credit Card,Merchant_91,4814,Pending,Recurring,57,Female,Medical
3019,18034.15,2025-03-11,Merchant_34 Fuel,Credit Card,Merchant_34,8011,Posted,Regular,21,Male,Fuel
3020,17507.75,2024-10-31,Merchant_44 Rent,UPI,Merchant_44,4121,Posted,Recurring,27,Male,Rent
3021,18351.06,2025-05-31,Merchant_14 Medical,NEFT,Merchant_14,4121,Posted,One-time,65,Male,Medical
3022,4322.86,2024-11-01,Merchant_98 Dining,UPI,Merchant_98,5812,Posted,One-time,51,Female,Dining
3023,7065.29,2025-08-17,Merchant_36 Medical,Auto-Debit,Merchant_36,5732,Posted,One-time,73,Female,Medical
3024,8434.97,2025-03-15,Merchant_70 Utilities,NEFT,Merchant_70,5411,Pending,One-time,66,Female,Utilities
3025,6134.95,2025-05-19,Merchant_79 Fuel,UPI,Merchant_79,5732,Pending,One-time,60,Male,Fuel
3026,12554.12,2025-10-17,Merchant_98 Medical,NEFT,Merchant_98,8011,Pending,One-time,59,Male,Medical
3027,13198.49,2025-04-22,Merchant_77 Health & Fitness,NEFT,Merchant_77,5732,Pending,Regular,56,Female,Health & Fitness
3028,7792.92,2025-01-21,Merchant_93 Groceries,Auto-Debit,Merchant_93,8299,Posted,One-time,37,Male,Groceries
3029,5726.93,2024-11-24,Merchant_76 Rent,UPI,Merchant_76,5541,Pending,One-time,66,Female,Rent
3030,5741.79,2025-01-27,Merchant_50 Shopping,NEFT,Merchant_50,6311,Posted,Regular,45,Male,Shopping
3031,15022.19,2025-08-21,Merchant_62 Medical,Credit Card,Merchant_62,7832,Posted,Recurring,59,Male,Medical
3032,18486.75,2024-12-21,Merchant_89 Utilities,Debit Card,Merchant_89,5732,Pending,Recurring,22,Male,Utilities
3033,6210.05,2025-02-25,Merchant_92 Education,Debit Card,Merchant_92,5411,Pending,Regular,71,Male,Education
3034,8215,2024-12-21,Merchant_5 Groceries,NEFT,Merchant_5,5411,Pending,One-time,54,Female,Groceries
3035,3971.23,2025-10-06,Merchant_35 Fuel,NEFT,Merchant_35,7841,Pending,Recurring,18,Male,Fuel
3036,2370.69,2024-11-15,Merchant_58 Entertainment,Debit Card,Merchant_58,5732,Pending,Regular,56,Male,Entertainment
3037,4890,2025-01-09,Merchant_98 Subscription,Credit Card,Merchant_98,5732,Posted,Recurring,34,Male,Subscription
3038,4264.3,2025-02-08,Merchant_15 Shopping,Debit Card,Merchant_15,8011,Pending,One-time,47,Female,Shopping
3039,16732.05,2025-03-18,Merchant_88 Health & Fitness,Debit Card,Merchant_88,5812,Posted,One-time,32,Male,Health & Fitness
3040,16280.97,2025-08-25,Merchant_87 Gifts,Auto-Debit,Merchant_87,4784,Posted,Regular,21,Female,Gifts
3041,12912.5,2025-03-27,Merchant_91 Fuel,Credit Card,Merchant_91,8011,Posted,Regular,61,Female,Fuel
3042,16427.77,2025-05-12,Merchant_2 Travel,NEFT,Merchant_2,5947,Pending,One-time,52,Male,Travel
3043,3396.64,2025-09-29,Merchant_11 Dining,Auto-Debit,Merchant_11,6311,Pending,Regular,73,Female,Dining
3044,17937.94,2025-04-30,Merchant_38 Health & Fitness,NEFT,Merchant_38,6311,Pending,Regular,36,Female,Health & Fitness
3045,19809.48,2024-11-01,Merchant_7 Fuel,UPI,Merchant_7,4784,Posted,Regular,24,Male,Fuel
3046,19022.56,2025-07-06,Merchant_73 Rent,Credit Card,Merchant_73,5947,Pending,One-time,26,Male,Rent
3047,8049.12,2024-12-26,Merchant_72 Gifts,Debit Card,Merchant_72,5541,Pending,Regular,68,Female,Gifts
3048,15511.69,2025-04-03,Merchant_85 Health & Fitness,Auto-Debit,Merchant_85,4784,Posted,Recurring,44,Male,Health & Fitness
3049,1149.68,2024-12-31,Merchant_24 Insurance,UPI,Merchant_24,6513,Pending,Recurring,38,Female,Insurance
3050,9217.9,2024-11-21,Merchant_1 Health & Fitness,Debit Card,Merchant_1,5541,Posted,Regular,63,Female,Health & Fitness
3051,3038.85,2025-03-20,Merchant_78 Health & Fitness,Auto-Debit,Merchant_78,5812,Posted,One-time,73,Male,Health & Fitness
3052,2795.69,2024-11-13,Merchant_96 Travel,UPI,Merchant_96,7832,Posted,Recurring,56,Male,Travel
3053,2126.47,2025-08-02,Merchant_39 Gifts,Debit Card,Merchant_39,4121,Posted,Regular,64,Male,Gifts
3054,10512.78,2025-01-16,Merchant_45 Rent,UPI,Merchant_45,6311,Pending,One-time,44,Female,Rent
3055,14534.6,2025-06-08,Merchant_66 Utilities,UPI,Merchant_66,4784,Pending,One-time,37,Male,Utilities
3056,15131.74,2025-06-11,Merchant_24 Shopping,Auto-Debit,Merchant_24,5732,Pending,Regular,48,Male,Shopping
3057,8044.85,2025-01-06,Merchant_94 Groceries,Debit Card,Merchant_94,5541,Pending,Recurring,47,Female,Groceries
3058,3371.72,2024-11-30,Merchant_95 Subscription,Auto-Debit,Merchant_95,7832,Posted,One-time,31,Male,Subscription
3059,14325.31,2025-06-14,Merchant_51 Transport,Auto-Debit,Merchant_51,7841,Pending,Recurring,45,Male,Transport
3060,9206.52,2024-10-30,Merchant_100 Gifts,UPI,Merchant_100,5732,Posted,One-time,67,Male,Gifts
3061,6879.6,2025-04-22,Merchant_61 Gifts,Debit Card,Merchant_61,5411,Posted,Regular,41,Male,Gifts
3062,8681.99,2025-09-11,Merchant_77 Gifts,NEFT,Merchant_77,8011,Posted,Regular,40,Female,Gifts
3063,14333.12,2025-05-04,Merchant_46 Fuel,Auto-Debit,Merchant_46,6513,Pending,Regular,22,Male,Fuel
3064,15463.73,2025-01-13,Merchant_14 Fuel,UPI,Merchant_14,8299,Posted,Recurring,66,Male,Fuel
3065,13704.27,2025-07-19,Merchant_62 Insurance,UPI,Merchant_62,7832,Pending,Regular,56,Female,Insurance
3066,3508.24,2024-11-24,Merchant_5 Subscription,UPI,Merchant_5,8011,Posted,Regular,60,Female,Subscription
3067,10813.75,2025-08-23,Merchant_81 Education,Debit Card,Merchant_81,5541,Pending,One-time,67,Female,Education
3068,7080.04,2025-06-14,Merchant_59 Subscription,Credit Card,Merchant_59,7997,Pending,Recurring,31,Female,Subscription
3069,7992.24,2025-01-20,Merchant_90 Gifts,NEFT,Merchant_90,5812,Posted,One-time,64,Male,Gifts
3070,15997.39,2025-03-01,Merchant_29 Shopping,Credit Card,Merchant_29,5812,Posted,One-time,47,Female,Shopping
3071,10865.41,2025-09-17,Merchant_69 Subscription,Debit Card,Merchant_69,8299,Posted,Regular,19,Male,Subscription
3072,6691.02,2025-03-16,Merchant_46 Rent,NEFT,Merchant_46,5947,Posted,Regular,22,Female,Rent
3073,8408.01,2025-09-29,Merchant_52 Gifts,UPI,Merchant_52,4784,Pending,One-time,32,Female,Gifts
3074,16601.77,2025-03-26,Merchant_89 Medical,UPI,Merchant_89,7832,Pending,Recurring,33,Male,Medical
3075,13401.02,2025-04-05,Merchant_6 Shopping,Auto-Debit,Merchant_6,5947,Pending,Recurring,74,Male,Shopping
3076,3891.73,2025-09-15,Merchant_35 Travel,UPI,Merchant_35,7832,Pending,Recurring,50,Female,Travel
3077,16525.05,2025-09-27,Merchant_16 Medical,Credit Card,Merchant_16,5411,Posted,Regular,40,Male,Medical
3078,14070.71,2025-10-08,Merchant_73 Gifts,Debit Card,Merchant_73,7841,Pending,Regular,64,Female,Gifts
3079,2443.77,2025-04-26,Merchant_11 Dining,Debit Card,Merchant_11,5947,Pending,Recurring,24,Female,Dining
3080,7906.07,2025-10-04,Merchant_36 Fuel,UPI,Merchant_36,6513,Pending,Recurring,50,Female,Fuel
3081,9142.84,2024-12-10,Merchant_72 Subscription,Auto-Debit,Merchant_72,6311,Posted,Recurring,37,Female,Subscription
3082,1264.41,2025-02-14,Merchant_29 Dining,Debit Card,Merchant_29,8299,Posted,Recurring,74,Female,Dining
3083,16960.61,2025-05-29,Merchant_62 Shopping,UPI,Merchant_62,5411,Pending,Recurring,74,Female,Shopping
3084,19592.27,2025-08-17,Merchant_20 Education,Auto-Debit,Merchant_20,4784,Posted,Recurring,32,Male,Education
3085,4480.43,2025-08-27,Merchant_42 Health & Fitness,NEFT,Merchant_42,7997,Pending,Recurring,33,Female,Health & Fitness
3086,6469.61,2024-10-23,Merchant_57 Education,Credit Card,Merchant_57,5947,Pending,Regular,41,Male,Education
3087,17344.48,2025-08-13,Merchant_41 Travel,Debit Card,Merchant_41,7841,Pending,One-time,72,Female,Travel
3088,9100.42,2024-12-25,Merchant_82 Education,Auto-Debit,Merchant_82,6311,Pending,Regular,57,Male,Education
3089,2634.87,2025-03-17,Merchant_48 Education,Credit Card,Merchant_48,4121,Pending,Recurring,48,Male,Education
3090,2768.4,2025-02-03,Merchant_89 Dining,Auto-Debit,Merchant_89,5541,Posted,Regular,35,Female,Dining
3091,13525.92,2025-03-07,Merchant_71 Shopping,NEFT,Merchant_71,5732,Posted,One-time,48,Male,Shopping
3092,1966.42,2024-10-28,Merchant_34 Fuel,Debit Card,Merchant_34,8011,Posted,Regular,61,Male,Fuel
3093,5635.68,2025-02-24,Merchant_75 Education,NEFT,Merchant_75,4814,Posted,One-time,30,Female,Education
3094,13239.11,2025-04-22,Merchant_53 Subscription,UPI,Merchant_53,7841,Posted,Recurring,19,Male,Subscription
3095,17940.21,2025-05-05,Merchant_57 Medical,UPI,Merchant_57,5947,Posted,Recurring,41,Female,Medical
3096,13504.56,2025-06-27,Merchant_66 Travel,Credit Card,Merchant_66,4121,Posted,One-time,23,Male,Travel
3097,17920.85,2024-10-26,Merchant_97 Shopping,UPI,Merchant_97,5541,Posted,Regular,35,Male,Shopping
3098,17866.55,2024-11-26,Merchant_9 Shopping,Debit Card,Merchant_9,4814,Pending,Recurring,53,Male,Shopping
3099,3750.08,2025-06-28,Merchant_100 Shopping,Auto-Debit,Merchant_100,8299,Posted,One-time,30,Female,Shopping
3100,17605.78,2025-06-19,Merchant_62 Fuel,Debit Card,Merchant_62,4121,Pending,Recurring,41,Female,Fuel
3101,19766.25,2025-07-16,Merchant_29 Travel,Auto-Debit,Merchant_29,8299,Pending,Regular,46,Male,Travel
3102,5052.76,2025-02-01,Merchant_83 Insurance,Credit Card,Merchant_83,8011,Posted,One-time,67,Male,Insurance
3103,4369.45,2025-07-31,Merchant_59 Utilities,NEFT,Merchant_59,5411,Pending,Recurring,49,Female,Utilities
3104,11894.58,2025-04-12,Merchant_11 Health & Fitness,Credit Card,Merchant_11,4814,Posted,Recurring,56,Female,Health & Fitness
3105,16661.34,2025-05-08,Merchant_82 Travel,NEFT,Merchant_82,8011,Pending,Regular,46,Male,Travel
3106,13427.05,2025-07-22,Merchant_56 Groceries,NEFT,Merchant_56,7832,Pending,Regular,29,Male,Groceries
3107,7257.06,2024-10-29,Merchant_42 Education,UPI,Merchant_42,5541,Posted,One-time,33,Female,Education
3108,11745.09,2025-07-30,Merchant_27 Utilities,UPI,Merchant_27,4784,Posted,Recurring,32,Male,Utilities
3109,8699.65,2024-11-07,Merchant_88 Fuel,UPI,Merchant_88,7832,Posted,Recurring,47,Female,Fuel
3110,570.11,2025-09-30,Merchant_85 Medical,NEFT,Merchant_85,7841,Posted,Recurring,59,Male,Medical
3111,8619.58,2025-06-12,Merchant_18 Insurance,Credit Card,Merchant_18,7997,Posted,One-time,19,Female,Insurance
3112,7523.57,2025-02-26,Merchant_86 Shopping,UPI,Merchant_86,5947,Posted,One-time,45,Male,Shopping
3113,14973.49,2025-09-21,Merchant_47 Health & Fitness,Credit Card,Merchant_47,8011,Posted,One-time,56,Female,Health & Fitness
3114,10848.25,2025-08-29,Merchant_7 Insurance,UPI,Merchant_7,4121,Pending,Recurring,62,Male,Insurance
3115,14690.49,2025-08-12,Merchant_52 Gifts,NEFT,Merchant_52,4121,Posted,One-time,45,Female,Gifts
3116,14634.04,2025-08-10,Merchant_8 Entertainment,Debit Card,Merchant_8,5541,Pending,Recurring,71,Female,Entertainment
3117,12598.52,2025-09-02,Merchant_88 Utilities,Debit Card,Merchant_88,4784,Posted,Regular,66,Male,Utilities
3118,18344.52,2025-04-24,Merchant_15 Health & Fitness,Debit Card,Merchant_15,7841,Pending,One-time,62,Male,Health & Fitness
3119,12201.7,2024-12-09,Merchant_68 Shopping,Debit Card,Merchant_68,6513,Pending,Regular,58,Female,Shopping
3120,11877.1,2025-05-09,Merchant_50 Shopping,Credit Card,Merchant_50,5411,Posted,One-time,71,Female,Shopping
3121,16476.3,2025-06-24,Merchant_2 Gifts,Auto-Debit,Merchant_2,5812,Posted,Recurring,37,Female,Gifts
3122,15475.95,2025-08-02,Merchant_18 Rent,Debit Card,Merchant_18,5411,Posted,One-time,20,Female,Rent
3123,4458.66,2025-04-27,Merchant_80 Education,UPI,Merchant_80,5411,Pending,One-time,28,Female,Education
3124,4840.18,2024-10-30,Merchant_19 Transport,Credit Card,Merchant_19,6311,Posted,One-time,54,Female,Transport
3125,8066.38,2025-03-31,Merchant_7 Shopping,Debit Card,Merchant_7,4814,Posted,Recurring,24,Male,Shopping
3126,19413.47,2025-03-07,Merchant_8 Health & Fitness,NEFT,Merchant_8,5947,Posted,Recurring,37,Male,Health & Fitness
3127,6026.51,2024-10-27,Merchant_52 Insurance,NEFT,Merchant_52,6513,Posted,One-time,49,Male,Insurance
3128,2954.34,2025-09-22,Merchant_45 Utilities,Auto-Debit,Merchant_45,4814,Pending,Regular,53,Female,Utilities
3129,7879.9,2025-10-03,Merchant_9 Fuel,UPI,Merchant_9,5541,Posted,One-time,50,Female,Fuel
3130,3985.01,2025-01-10,Merchant_46 Rent,UPI,Merchant_46,8011,Posted,Recurring,25,Female,Rent
3131,4092.87,2025-07-15,Merchant_41 Subscription,Credit Card,Merchant_41,8299,Posted,Recurring,67,Female,Subscription
3132,6302.45,2024-12-15,Merchant_44 Transport,UPI,Merchant_44,6311,Posted,Regular,40,Male,Transport
3133,9430.65,2025-04-27,Merchant_4 Entertainment,Debit Card,Merchant_4,4784,Posted,One-time,62,Male,Entertainment
3134,19380.04,2025-10-04,Merchant_24 Rent,NEFT,Merchant_24,6513,Pending,Recurring,67,Female,Rent
3135,11775.95,2025-03-14,Merchant_65 Insurance,Credit Card,Merchant_65,5541,Posted,Regular,64,Female,Insurance
3136,7908.26,2025-06-29,Merchant_96 Rent,Auto-Debit,Merchant_96,6311,Posted,Recurring,56,Male,Rent
3137,2126.49,2024-10-25,Merchant_54 Transport,Credit Card,Merchant_54,6513,Posted,Recurring,68,Female,Transport
3138,14345.82,2025-02-03,Merchant_49 Utilities,Credit Card,Merchant_49,8011,Posted,Regular,39,Male,Utilities
3139,11587.75,2025-06-28,Merchant_23 Gifts,UPI,Merchant_23,6513,Pending,Regular,56,Male,Gifts
3140,13994.84,2025-09-16,Merchant_78 Medical,Credit Card,Merchant_78,8011,Posted,Regular,46,Female,Medical
3141,940.56,2025-05-15,Merchant_85 Subscription,Debit Card,Merchant_85,5947,Posted,Regular,33,Male,Subscription
3142,7830.09,2025-05-26,Merchant_3 Transport,Auto-Debit,Merchant_3,5947,Posted,Recurring,29,Female,Transport
3143,5168.41,2025-02-16,Merchant_39 Gifts,NEFT,Merchant_39,5812,Posted,One-time,18,Female,Gifts
3144,7142.72,2025-04-12,Merchant_35 Health & Fitness,NEFT,Merchant_35,4814,Pending,Recurring,39,Male,Health & Fitness
3145,14377.69,2025-08-10,Merchant_6 Shopping,NEFT,Merchant_6,4121,Posted,One-time,40,Female,Shopping
3146,15428.72,2024-12-19,Merchant_37 Transport,Credit Card,Merchant_37,5411,Posted,Regular,60,Male,Transport
3147,3425.73,2025-10-15,Merchant_28 Rent,Credit Card,Merchant_28,5411,Pending,Recurring,64,Female,Rent
3148,419.92,2025-03-05,Merchant_44 Health & Fitness,Auto-Debit,Merchant_44,8299,Pending,One-time,37,Male,Health & Fitness
3149,1357.25,2025-10-08,Merchant_25 Gifts,Credit Card,Merchant_25,5732,Posted,Regular,41,Male,Gifts
3150,11923.82,2024-12-26,Merchant_89 Dining,Debit Card,Merchant_89,4814,Posted,Recurring,68,Male,Dining
3151,18955.85,2025-09-08,Merchant_92 Fuel,UPI,Merchant_92,4784,Pending,Regular,46,Female,Fuel
3152,7194.23,2025-09-09,Merchant_83 Groceries,NEFT,Merchant_83,8011,Posted,Regular,19,Female,Groceries
3153,19036.36,2025-02-09,Merchant_51 Rent,Debit Card,Merchant_51,5732,Posted,Regular,18,Female,Rent
3154,7880.69,2024-12-26,Merchant_4 Groceries,NEFT,Merchant_4,4784,Pending,Recurring,57,Female,Groceries
3155,17671.83,2024-11-26,Merchant_70 Education,UPI,Merchant_70,5732,Posted,Regular,24,Female,Education
3156,653.54,2025-10-19,Merchant_2 Gifts,UPI,Merchant_2,7832,Posted,Recurring,41,Male,Gifts
3157,11214.83,2024-12-28,Merchant_72 Travel,NEFT,Merchant_72,5812,Pending,Recurring,18,Male,Travel
3158,10879.5,2024-12-25,Merchant_48 Utilities,NEFT,Merchant_48,4814,Pending,One-time,48,Male,Utilities
3159,15902.12,2024-11-22,Merchant_61 Rent,Auto-Debit,Merchant_61,6513,Posted,Regular,70,Female,Rent
3160,7025.86,2025-08-20,Merchant_43 Shopping,Credit Card,Merchant_43,5541,Pending,Regular,48,Male,Shopping
3161,12974.38,2024-12-15,Merchant_80 Rent,UPI,Merchant_80,5411,Pending,Regular,37,Female,Rent
3162,14991.48,2025-06-09,Merchant_25 Entertainment,UPI,Merchant_25,6513,Posted,One-time,34,Male,Entertainment
3163,15620.56,2025-10-16,Merchant_29 Rent,Debit Card,Merchant_29,7841,Pending,Recurring,42,Male,Rent
3164,1252.87,2025-03-17,Merchant_46 Shopping,Debit Card,Merchant_46,4784,Pending,Regular,72,Male,Shopping
3165,8326.57,2024-12-27,Merchant_4 Insurance,NEFT,Merchant_4,5947,Posted,Recurring,68,Male,Insurance
3166,15598.27,2025-09-11,Merchant_26 Health & Fitness,NEFT,Merchant_26,7997,Posted,One-time,31,Female,Health & Fitness
3167,15111.66,2025-04-05,Merchant_44 Dining,Credit Card,Merchant_44,7832,Pending,One-time,60,Female,Dining
3168,5577.61,2025-03-11,Merchant_94 Medical,UPI,Merchant_94,7832,Posted,Recurring,75,Male,Medical
3169,16931.39,2025-04-23,Merchant_13 Insurance,Auto-Debit,Merchant_13,8011,Pending,One-time,62,Male,Insurance
3170,18999.93,2025-06-11,Merchant_59 Travel,Auto-Debit,Merchant_59,5947,Posted,Regular,55,Female,Travel
3171,8596.29,2025-04-22,Merchant_66 Transport,Auto-Debit,Merchant_66,6513,Posted,Regular,28,Male,Transport
3172,4696.11,2025-02-23,Merchant_92 Education,NEFT,Merchant_92,6513,Pending,Recurring,60,Female,Education
3173,5458.93,2024-11-24,Merchant_23 Gifts,NEFT,Merchant_23,5541,Pending,One-time,60,Male,Gifts
3174,977.25,2025-02-25,Merchant_50 Gifts,UPI,Merchant_50,4784,Posted,Regular,35,Male,Gifts
3175,5046.18,2025-01-10,Merchant_63 Travel,Credit Card,Merchant_63,6513,Pending,One-time,39,Female,Travel
3176,3985.44,2025-04-30,Merchant_78 Transport,UPI,Merchant_78,5812,Posted,One-time,68,Female,Transport
3177,13982.73,2025-09-28,Merchant_77 Travel,UPI,Merchant_77,5812,Pending,Recurring,41,Male,Travel
3178,4998.46,2025-05-22,Merchant_9 Education,UPI,Merchant_9,4814,Pending,One-time,42,Female,Education
3179,11402.92,2025-06-27,Merchant_29 Rent,UPI,Merchant_29,5732,Pending,Recurring,69,Female,Rent
3180,13696.04,2025-03-18,Merchant_51 Entertainment,Debit Card,Merchant_51,6311,Pending,One-time,60,Male,Entertainment
3181,11861.64,2025-03-08,Merchant_18 Fuel,Credit Card,Merchant_18,5812,Posted,One-time,35,Female,Fuel
3182,7061.75,2025-08-13,Merchant_69 Dining,Debit Card,Merchant_69,7997,Posted,One-time,48,Male,Dining
3183,13549.74,2025-08-24,Merchant_55 Entertainment,Credit Card,Merchant_55,6311,Pending,Recurring,69,Female,Entertainment
3184,5811.59,2024-11-14,Merchant_20 Education,Credit Card,Merchant_20,5411,Posted,One-time,44,Male,Education
3185,13870.09,2025-09-18,Merchant_18 Utilities,UPI,Merchant_18,7841,Posted,Recurring,67,Female,Utilities
3186,9025.78,2025-09-30,Merchant_94 Utilities,UPI,Merchant_94,5812,Posted,Recurring,64,Male,Utilities
3187,9156.54,2025-09-11,Merchant_75 Education,UPI,Merchant_75,8299,Posted,Regular,45,Male,Education
3188,18919.18,2025-06-14,Merchant_79 Transport,NEFT,Merchant_79,5411,Posted,One-time,59,Female,Transport
3189,6900.48,2025-06-10,Merchant_74 Education,UPI,Merchant_74,5732,Posted,Regular,20,Female,Education
3190,11468.34,2024-12-03,Merchant_82 Entertainment,Credit Card,Merchant_82,6311,Posted,One-time,63,Male,Entertainment
